他天生皮肤白，怎么晒都晒不黑。	伊/是/白肉底/，/按怎/曝/嘛/曝/袂/乌/。
他努力好些年了，依然没什么成就。	伊/拍拚/几若/年矣/，/仝款/无啥物/作为/。
再等一下！马上就要开船了。	阁/等一下啦/！/连鞭/就/欲/出帆矣/。
他今天的穿着，我看了很不舒服。	伊/今仔日/的/穿插/，/我/看/着/真/碍虐/。
主动的态度和奋斗的精神是做人成功的基本条件。	主动/的/态度/佮/拍拚/的/精神/是/做人/成功/的/基本/条件/。
他是得了什么病，怎会吐血？	伊/是/着/啥物/病/，/哪会/呕红/？
你要怎么做都随便你。	你/欲/按怎/做/拢/随在你/。
他这么认真练习，这次比赛一定会赢。	伊/遮/认真/练习/，/这回/比赛/包稳/会/赢/。
他将祖产卖给人用来抵帐。	伊/将/祖厝/卖/予/人/拄数/。
看她这么细皮嫩肉的，是做不了什么事的。	看/伊/按呢/跤尖手幼/，/是/做/无/代志的/。
海水流动翻腾的样子。	海水/溢/来/溢/去/。
你要开车去，还是坐火车去？	你/欲/驶/自动车/去/，/抑是/坐/火车/去/？
我来做开路先锋。	我/来/拍/头阵/。
慢慢来，别着急。	宽宽仔是/，/免/着急/。
十甲为一保。	十/甲/做/一/保/。
今天下午的天气真凉爽。	今仔日/下晡/的/天气/真/秋凊/。
我是假装没看到，并非没看到。	我/是/放目/，/毋/是/无/看见/。
现在的农夫都用机械种植作物。	这马/的/作穑人/拢/用/机械/咧/种作/。
他专门诱拐别人的小孩去当贼，真歹毒！	伊/专门/拐弄/人/的/囡仔/去/做/贼仔/，/诚/歹心/！
你的枕头套油污味很重。	你/的/枕头囊/臭油垢/味/诚/重/。
他患病，脸色才会那么难看。	伊/有/带病/，/面色/才/会/遐/歹看/。
屋顶盖铁片，夏天会太热。	厝顶/崁/铁鉼/，/热人/会/伤/热/。
大家互邀一起出游。	逐家/相招/来去/游览/。
今天我本来要去学校，骑车摔倒受伤才没去成。	今仔日/我/本底/欲/去/学校/，/骑车/跋倒/着伤/才/无/去/。
喜欢吃什么自己夹。	爱/食/啥/家己/夹/。
假日不用上班，你打算要去哪里玩？	歇困日/毋免/上班/，/你/按算/欲/去/佗位/𨑨迌/？
快去迎接客人。	紧/去/接/人客/。
他戴那只手表金光闪闪。	伊/挂/彼/粒/表仔/金铄铄/。
把肉冰起来。	共/肉/冰起来/。
我叔叔的体格很粗壮。	阮/阿叔/的/汉草/真/粗勇/。
这笔钱要销帐。	这/笔/钱/爱/报销/。
你也好心一点！	你/嘛/较/好心咧/！
你说台风要来，是真的吗？	你/讲/风台/欲/来/，/敢/是/诚实的/？
清明节要扫墓。	清明/爱/培墓/。
这间店是我们三个人合伙的。	这/间/店/是/阮/三/个/人/股东的/。
会车的时候要互让。	相闪车/的/时/爱/相让/。
风浪比较小了。	风涌/较/平矣/。
他不会讲大话。	伊/袂/讲/大声话/。
他的穿着打扮很符合时宜。	伊/的/穿插/真/着时/。
你敢说你们老师说错了，真的很有勇气。	你/敢/讲/恁/老师/讲/了/毋着/，/真正/足/有/勇气/。
你出去之后，他就醒了。	你/出门/了后/，/伊/就/醒矣/。
他儿子长得很高大魁梧。	𪜶/后生/生/做/足/大欉的/。
天啊！这么恐怖！	謼/！/遮/恐怖/！
小孩子不可以太调皮捣蛋。	囡仔人/毋通/伤/作孽/。
都是大人了，动不动就拳脚相向，非常丢人现眼。	大人大种矣/，/磕袂着/就/起跤动手/，/有够/卸世众/！
你们现在结婚了，要改口称呼他大伯才对。	恁/这马/结婚矣/，/爱/转喙/叫/伊/大伯/毋才/着/。
他的大拇指被小刀割到了。	伊/的/大头拇/予/刀仔/割着矣/。
到田里去采拾野菜回来煮。	去/田里/择/菜/转来/煮/。
下雨天不可以去溪边玩耍！	落雨天/袂用得/去/溪边/𨑨迌/！
旧车转让给别人。	旧/车/去/褪人/。
稻子长得很大棵了。	稻仔/发/甲/诚/大欉矣/。
日月潭的风景不错，有空我们也去走一走。	日月潭/的/景色/袂䆀/，/有闲/咱/来去/行行咧/。
小黄瓜有生青味。	瓜仔哖/有/腥/味/。
他相信喝药酒能补身体。	伊/相信/食/药酒/会/补/身体/。
奶奶在喂孙子。	阿妈/咧/饲/孙仔/。
他说要请我吃好料耶，真是赚到了！	伊/讲/欲/请/我/食/好料的/，/真正/是/卯死矣/！
我不喜欢他做事情的方法。	我/无/佮意/伊/做/代志/的/方式/。
马拉巴栗又叫做发财树，人家家里的盆栽常看得到。	美国涂豆/又阁/叫做/发财树/，/人兜/的/盆栽/定/看/会/着/。
她生得肥肥软软的，看起来还挺可爱的。	伊/生做/肥软仔/肥软/，/看着/盖/古锥/。
你别这样标新立异。	你/莫/咧/激骨/。
你有玩过不倒翁吗？	你/有/耍过/阿不倒仔无/？
大概是要下雨了。	敢是/欲/落雨矣/。
堵在半路上打人。	闸/伫/半路/拍人/。
这条路斜向东边。	这/条/路/斜/对/东爿去/。
现捕的海鲜最新鲜。	现流仔/上/鲜/。
他荷包满满，对朋友很慷慨。	伊/橐袋仔/饱水/，/对/朋友/真/慷慨/。
他被那条蛇吓到破胆。	伊/予/彼/尾/蛇/惊/甲/破胆/。
玩了好多天，你也该收心了。	𨑨迌/遮济工/，/你/嘛/好/收心矣/。
他欺人太甚，欠人两万块，只还人家一万五就想扯平。	伊/食人够够/，/欠/人/两万/箍/，/干焦/还/人/万五/就/欲/准拄煞/。
他想买一刀纸。	伊/欲/买/一/刀/纸/。
我吃素不吃荤。	我/食菜/无/食臊/。
这没什么啦，别紧张。	这/无啥物啦/，/免/紧张/。
他晕车正在呕吐。	伊/眩车/咧/掠兔仔/。
少一个人，叫阿彬来凑一脚。	欠/一/跤/，/叫/阿彬/来/斗/。
祭拜要记得奠酒。	祭拜/爱/会/记得/𫝏钱/。
他不过是个半吊子罢了。	伊/只/不过/是/一/个/半桶屎/尔尔/。
小狗啃骨头。	狗仔/啮/骨头/。
我看到他就不舒服。	我/看着/伊/就/刺疫/。
他的动作很快。	伊/跤手/真/紧/。
客人到来，以茶水招待。	人客/来/，/用/茶米茶/招待/。
请人照顾一天一定得要两千元。	硬拄硬/一/工/着/爱/两/千/箍/倩/人/顾/。
掉了一颗牙齿。	落/一/齿/喙齿/。
他有一笔呆帐，到现在还是收不回来。	伊/有/一/笔/冇数/，/到今/犹/收/袂/转来/。
他在中央机关担任官员。	伊/伫/中央机关/咧/做/官/。
楼房的横梁被蛀虫蛀了好几个洞。	楼栱/去/予/蛀虫/蛀/几若/穿/。
柚子要先划一下再剥皮。	柚仔/先/剺/才/剥皮/。
这间房子很狭小。	这/间/厝/真/龊/。
过年的时候，要说一些吉利的话。	正月正时/，/爱/讲/一寡/好吉兆/的/话/。
靠双手工作赚钱。	靠/双手/做工/趁钱/。
这确实是青海苔，你硬是要强辩是发菜。	这/明明/是/浒苔/，/你/硬欲/死诤/是/头毛菜/。
等会他就会来。	等咧/伊/就/会/来/。
他就是这么野蛮才会惹人厌。	伊/就/是/伤/拗蛮/才/会/遐/顾人怨/。
他被老板搁着不用。	伊/予/头/家/冰起来/。
做长辈要有长辈的样子。	做/序大/爱/有/序大/的/款/。
她全身上下的穿着打扮全都是舶来品。	伊/规身躯/的/穿插/拢/是/过咸水的/。
你和你爸一样憨直。	你/佮/恁/老爸/平/条直/。
你来得真凑巧。	你/来/了/诚/拄好/。
我肉吃得很腻。	我/肉/食/甲/足/厌/。
你少在那里装疯卖傻。	你/莫/伫/遐/假死假活/。
他有双眼皮，真漂亮。	伊/的/目睭/重巡/，/真/媠/。
打定主意，跨大步向前走。	心头/掠/予/伊/定/，/大/步/向/前/行/。
我才不听你在说什么空话！	我/听/你/咧/讲/啥物/譀话/！
你买那个是什么东西？	你/买/彼/是/啥货/？
我们不可以胡乱说别人的是非。	咱/人/毋通/乌白/讲/人/的/长短/。
这句话翻译成英语要怎么说？	这/句/话/翻/做/英语/欲/按怎/讲/？
他很好管闲事，什么事都要管。	伊/的/人/真/杂插/，/啥物/代志/都/欲/管/。
怎么会那么笨，一点点事情都做不好。	哪/会/遐/戆呆/，/一点仔/代志/都/做/袂/好/。
一拳打向肚子。	一/拳/舂/对/腹肚落去/。
这两样东西不同啦！要仔细看才能看得出来。	这/两/个/物件/无仝啦/！/爱/斟酌/看/才/看/会/出来/。
袖子太紧了，我的手钻不过去。	手䘼/伤/束/，/我/的/手/軁/袂/过/。
你不要妨碍我就好。	你/莫/碍着/我/就/好/。
祖父决定的事情，没有人能够阻止。	阿公/决定/的/代志/，/无人/会当/阻止/。
东西南北都被山挡着。	东西南北/拢/予/山/闸咧/。
今年结了不少果子。	今年/果子/结/袂/少/。
他对家里的事不在意，只在意与朋友的约定。	伊/无要紧/厝内/的/代志/，/干焦/要紧/佮/朋友/的/约束/。
这是我亲手做的，做得不是很好，请勿嫌弃。	这/是/我/亲手/做的/，/做/了/毋是/真/好/，/请你/毋通/弃嫌/。
那个女人是大醋坛。	彼/个/查某/是/大/醋桶/。
这罐药是治疗风寒的，你赶快拿去吃。	这/罐/药仔/是/理/风寒的/，/你/紧/提去/食/。
他是擅耍两面手法的人，你不要太相信他。	伊/是/双面刀鬼/，/你/毋通/伤/过/相信伊/。
你不要一直注视着人！	你/莫/一直/掠/人/金金看/！
他说的话前后相抵触，不知道哪一句才是真的。	伊/讲/的/话/前后/颠倒反/，/毋/知影/佗/一/句/才/是/真的/。
他身高不及人家高，讲话反而比较大声。	伊/身悬/较/矮人/，/讲话/颠倒/较/大声/。
我觉得做人不要太势利眼。	我/感觉/做人/毋通/伤/大目孔/。
筛洗藕粉，要等藕粉沈淀。	洗/藕粉/，/着/等/藕粉/坐底/。
他的行为引起人家的注目。	伊/的/行为/引起/人/的/注目/。
他看起来怪怪的。	伊/看着/怪怪/。
牛奶是放不得的，你要快点喝完。	牛奶/是/袂囥得/，/你/爱/紧/啉/予/伊/了/。
他今天的穿着很显眼。	伊/今仔日/的/穿插/诚/显头/。
鞋子穿好鞋带要打结。	鞋/穿/好/鞋带/爱/拍结/。
你运气真好耶！	你/真/好运呢/！
花生炖煮得又绵又松。	涂豆/𤉙/甲/又阁/绵/又阁/松/。
这本书很难。	这/本/册/足/深/。
小孩要先学爬，之后才学走路。	囡仔/爱/先/学/爬/，/然后/才/学/行/。
不晓得他在摆什么架子？	伊/毋/知影/咧/苛/啥物/？
逃犯被警察由肩膀摔过去。	逃犯/予/警察/对/肩胛头/揹过/。
那位在偏僻处抢劫的强盗已经被警察抓到了。	彼/个/伫/偏僻/的/所在/抢劫/的/强盗/已经/予/警察/掠着矣/。
为了一点点钱，老命差点丢了。	为/着/趁/一屑仔钱/，/老命/险/无去/。
你从哪里来？	你/按/佗位/来/？
老板，剩下的我全包了，你算我便宜一些。	头家/，/䞐的/我/总贸/，/你/算/我/较/俗咧/。
这样赶若做错反而糟糕。	遐/赶紧/若/做/毋着/倒/害/。
他那个职缺最轻松。	伊/彼/缺/上/凉/。
你别嚣张，警察马上就来了。	你/免/耸须/，/连鞭/警察/就/来矣/。
这种东西太烂了啦！	这/种/物件/伤古啦/！
他们一家子对人都很客气。	𪜶/一家伙仔/对/人/拢/真/客气/。
电影里的告密者都没有好下场。	电影/内底/的/抓耙仔/拢/无/好尾/。
他跑得喘不过气。	伊/走/甲/一直/喘/。
这个皮包太小了，不合用。	这/个/皮包仔/伤/细/跤/，/无/合用/。
坏小孩噱头多。	歹/囡仔/厚/诙谐/。
他向你使眼色，我看是有好处要给你。	伊/对/你/捽目尾/，/我/看/是/有/好空的/欲/予你/。
那些帐就算扯平了。	遐/的/数/就/准拄好矣/。
送那个当礼物太不起眼，恐怕不够看。	送/彼/做/礼物/伤/料小/，/恐惊/无够看/。
上个月已经有人来补这个职缺了。	这/个/缺/顶/个/月/有人/补矣/。
不要违背父母的意思。	毋通/忤逆/序大人/。
他的年纪轻了一些。	伊/的/年岁/有/较/茈/。
事情顺利了吗？	代志/好势矣未/？
你不可以和他出去玩！	你/袂使/佮/伊/出去/𨑨迌/！
你说话不要颠倒是非。	你/话/毋通/颠倒/讲/。
明明就很想吃，还假惺惺说吃不下了。	明明/都/足/想欲/食/，/阁/假仙假触/讲/食/袂/落去/。
自己出来创业当老板，免得看人家的脸色。	家己/出来/做/头家/，/较/免/看/人/的/头面/。
你就是贪图赚取人家的利息，才会被倒帐。	你/就/是/贪/人/的/利息/，/才/会/予/人/倒数/。
他真是顽固。	伊/真正/是/铁齿/铜牙槽/。
天然的钻石不多又难开采，所以很珍贵。	天然/的/璇石/无/济/又阁/歹/挖/，/所以/真/贵气/。
我们住的这一带，地势比较低。	咱/蹛/这/角/围/仔/，/山势/较/低/。
我向他央求老半天了，他就是不肯点头答应。	我/姑情/伊/规半工矣/，/伊/毋/答应/就/是/毋/答应/。
大家一起来赈灾。	逐家/斗阵/来/赈灾/。
没有容身的地方	无/安身/的/所在
他在转角那里等你。	伊/伫/转弯/彼/位/等你/。
刚进门就喊饿。	拄/入/门/就/喝/枵/。
做坏事会万世不能超生。	做/歹/代志/会/万世/袂当/超生/。
明天要报帐。	明仔载/欲/报数/。
他老花眼看报纸看不清楚，赶快拿眼镜给他。	伊/老人目/看/报纸/看/袂/清楚/，/紧/提/目镜/予伊/。
这本书比较浅显。	这/本/册/较/浅/。
事情处理得很顺利。	代志/办/甲/真/顺利/。
你把雨衣放到置物箱里，下雨天就可以穿着骑车。	你/共/雨幔/囥/蹛/车斗/，/落雨天/就/会使/幔/咧/骑车/。
你走慢一些我才跟得上。	你/行/较/慢/咧/我/毋/才/缀/会/着/。
电话响很多声了。	电话/钘/足/济/声矣/。
朋友之间要重义气。	朋友/之间/爱/重/义气/。
木板变弯了。	枋仔/侥去矣/。
他能不能准时到？	伊/会/准时/到位袂/？
他讲了半天，我还是抓不到头绪。	伊/讲/规/晡/，/我/嘛/是/掠无头摠/。
看电视看到打盹。	看/电视/看/甲/眠去/。
选举的时候，候选人要靠他的桩脚来帮忙拉票。	选举/的/时/，/候选人/爱/靠/伊/的/柱仔跤/来/斗/搝票/。
你的观念已经跟不上时代了。	你/的/观念/已经/落伍矣/。
他已经四十岁了，当然会急着想娶老婆。	伊/已经/四十/岁矣/，/当然/嘛/急/欲/娶某/。
天气愈来愈热。	天气/愈/来/愈/热/。
他拉二胡的指法比较好。	伊/挨/弦仔/的/线路/较/好/。
一样都是人，生活怎么会差那么多？	平平/是/人/，/生活/哪/会/差/遐/济/？
靠海的地方盐分重，想要栽种是比较困难。	倚/海/的/所在/盐分/重/，/欲/种作/是/有/较/困难/。
我看他们两个人是天生犯冲，才会见面就斗嘴。	我/看/𪜶/两/个/是/天生/相克/，/才/会/见面/就/相触/。
这块肉咬不烂。	这/块/肉/哺/袂/烂/。
山上的夜晚，可以看到成千上万颗星星。	山顶/的/暗暝/，/会使/看着/千千万万/粒/星/。
我以为你工作完成了。	我/掠准/你/工课/做煞矣/。
保证书就是公司对产品的保证。	保证书/就是/公司/对/产品/的/保证/。
不知道什么原因，我觉得筋骨又酸又软。	毋/知影/是/啥物/原因/，/我/感觉/筋节/酸软/。
你想得到的都记下来。	你/想/会/着的/拢/记落来/。
他建议大家捐钱来做好事。	伊/提议/逐家/出/钱/来/做/好代/。
你不要在那里空口说白话胡乱造谣。	你/毋通/伫/遐/空喙哺舌/乱/造话/。
他冒雨跑出去买牛奶给小孩喝。	伊/透雨/走/出去/买/牛奶/予/囡仔/啉/。
越来越多人在顶楼露台种花、种菜，可以遮阳、观赏，又有得吃。	愈/来/愈/济/人/伫/厝尾顶/搭/棚仔/种花/、/种菜/，/会使/遮日/、/看媠/，/阁/有/通/食/。
猪脚炖烂一点。	猪跤/𤉙/较/烂咧/。
这件事，我没办法向你做保证。	这/件/代志/，/我/是/无/法度/共/你/挂保险/。
你走路要小心，地面非常滑。	你/行路/爱/细腻/，/涂跤/滑溜溜/。
比喻一搭一唱或狼狈为奸。	一/个/童乩/，/一/个/桌头/。
他们家的人都瘦瘦的。	𪜶/兜/的/人/拢/瘦抽瘦抽/。
我肚子饿了。	我/腹肚/枵矣/。
说一大堆傻话。	歁话/讲/规/担/。
他是这一带的老大，大家都听他发号施令。	伊/是/这/角势/的/老大/，/逐家/拢/予/伊/喝起喝倒/。
他的身材很好。	伊/的/体格/真/好/。
这件事情我们上次已经说过了！	这/层/代志/咱/顶过/已经/讲过矣/！
